Tombo;local_num;Localidade;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
41004;;Mateiros;7;16;12;11;10;15;NA;NA;4;37;9;2;14;18;7;11;NA;20;15;7;NA;0;1;1;0;0;0;1;NA
41051;;Mateiros;7;14;11;12;10;15;226;6;5;42;10;4;14;21;5;11;67;18;15;7;NA;0;2;0;0;0;0;0;0
40988;;Mateiros;7;16;11;12;10;14;241;7;5;33;10;4;14;21;6;13;66;19;17;7;NA;0;1;1;0;0;0;0;0
41042;;Mateiros;7;14;12;12;10;15;232;6;4;38;10;4;13;18;4;12;64;19;15;5;15;0;1;1;2;0;0;0;0
41011;;Mateiros;8;16;12;12;10;15;218;5;4;36;9;3;14;19;4;11;66;19;15;7;NA;0;1;0;0;0;0;0;0
41062;;Mateiros;8;15;11;12;10;15;NA;NA;NA;NA;NA;3;14;21;5;12;68;19;15;NA;NA;0;1;0;0;0;0;0;NA
41030;;Mateiros;7;15;12;12;10;15;226;7;4;38;11;3;14;18;6;12;68;18;16;6;NA;0;1;1;0;0;0;0;0
41055;;Mateiros;8;15;10;10;10;14;239;NA;4;38;11;4;14;18;7;13;65;20;16;6;NA;1;1;1;0;0;0;0;0
41039;;Mateiros;7;15;12;12;9;14;NA;NA;NA;37;8;2;14;18;5;12;65;21;16;NA;NA;1;1;1;0;0;0;1;NA
41000;;Mateiros;8;14;11;12;10;13210;NA;NA;NA;36;7;2;14;19;3;12;63;19;16;NA;NA;1;1;1;0;0;0;1;NA
41081;;Mateiros;8;14;11;12;10;15;208;NA;NA;NA;9;3;14;20;5;12;65;20;16;NA;NA;0;2;0;0;0;0;0;NA
41037;;Mateiros;7;15;11;10;9;15;NA;NA;NA;NA;11;2;14;21;5;12;76;19;16;NA;NA;1;1;1;0;0;0;1;NA
41028;;Mateiros;7;14;11;10;9;15;218;NA;NA;32;11;4;14;19;6;13;69;20;16;6;NA;0;1;0;2;0;0;0;NA
41076;;Mateiros;8;15;11;12;10;15;NA;NA;NA;NA;NA;NA;NA;20;3;12;68;19;15;6;NA;1;1;1;2;0;0;0;NA
41091;;Mateiros;7;13;10;10;10;14;NA;NA;NA;NA;NA;3;14;19;3;12;64;20;16;NA;NA;0;1;1;0;0;0;0;NA
40964;;Mateiros;7;14;10;10;9;14;203;NA;NA;38;9;4;14;18;5;14;62;18;16;7;NA;1;1;1;2;0;0;0;0
40984;;Mateiros;6;14;11;12;10;14;218;7;3;38;9;3;14;18;5;11;63;19;15;5;NA;0;1;0;0;0;0;1;0
40998;;Mateiros;7;12;10;12;10;15;195;NA;NA;40;10;2;14;17;4;12;64;20;15;NA;NA;0;1;0;0;0;0;1;NA
14150;;Mateiros;8;14;12;11;10;13;220;NA;NA;35;11;4;14;19;4;13;69;19;17;5;NA;0;1;1;0;0;0;0;0
14148;;Mateiros;8;16;11;12;11;13;229;NA;NA;37;10;3;14;20;6;11;65;20;16;NA;NA;0;1;0;2;0;0;1;NA
14149;;Mateiros;8;16;11;11;10;15;233;NA;NA;39;13;3;13;19;7;13;75;20;15;NA;NA;1;1;1;0;0;0;0;NA
38911;;PortoAlegreTocantins;7;15;9;12;10;15;224;NA;4;41;12;3;14;21;4;12;70;17;13;NA;NA;1;1;0;0;0;0;NA;NA
38912;;PortoAlegreTocantins;8;17;12;12;10;13;209;NA;3;43;10;3;14;20;7;11;69;18;16;5;NA;0;1;1;0;0;0;1;0
38913;;PortoAlegreTocantins;6;15;11;11;8;12;183;NA;NA;42;9;2;14;18;5;11;69;19;14;NA;NA;0;1;1;0;0;0;1;NA
50829;;PedroAfonso;7;15;10;12;10;15;241;NA;NA;36;11;2;14;22;5;12;78;19;14;NA;NA;1;1;1;0;0;1;1;NA
50830;;PedroAfonso;9;16;11;10;10;13;214;NA;NA;33;10;2;14;17;4;12;73;21;15;NA;NA;1;1;0;0;0;0;1;NA
52612;;Peixe;7;15;10;11;10;15;233;5;4;45;11;3;14;17;7;11;63;21;12;6;NA;0;1;0;0;0;0;1;0
52610;;Peixe;7;16;9;12;10;14;237;NA;4;45;10;2;14;NA;7;11;70;20;14;7;NA;1;1;1;0;0;0;1;0
52609;;Peixe;7;15;10;12;10;12;201;NA;NA;38;10;3;14;17;6;11;68;22;16;5;NA;0;1;1;2;0;0;0;0
52608;;Peixe;7;15;11;11;10;13;235;NA;NA;44;10;2;14;18;5;11;71;19;16;NA;NA;0;1;1;2;0;0;1;NA
52607;;Peixe;8;14;13;10;8;16;215;NA;NA;38;9;2;12;18;6;13;74;19;15;NA;NA;1;1;1;0;0;0;1;NA
33562;;Dianopolis;7;17;11;11;9;13;198;7;3;42;8;3;14;16;5;13;57;20;15;5;12;1;1;0;0;0;0;1;0
21817;;TeresinadeGoias;8;15;11;12;12;15;214;6;4;39;7;2;14;20;6;12;65;21;16;7;NA;0;1;1;0;0;0;2;0
21816;;TeresinadeGoias;8;15;10;11;10;13;231;NA;4;38;10;2;14;22;8;12;71;22;14;5;NA;1;2;0;0;0;0;1;0
44708;;ColinasdoSul;8;15;10;12;10;13;227;4;3;33;10;2;13;21;6;12;77;21;16;6;NA;0;1;0;0;0;0;1;0
50402;;ColinasdoSul;9;15;8;12;10;13;213;4;3;31;9;4;14;19;5;11;69;19;15;6;NA;1;1;1;0;0;0;1;0
44698;;ColinasdoSul;8;15;10;12;10;14;196;4;3;30;10;3;13;20;6;12;58;18;17;5;NA;0;1;1;0;0;0;0;0
44704;;ColinasdoSul;7;16;11;12;10;14;229;3;3;34;10;2;13;17;4;12;61;21;15;6;10;0;1;NA;0;0;0;0;0
48337;;ColinasdoSul;7;17;8;12;10;13;215;NA;4;32;9;4;14;19;6;12;63;20;17;5;NA;0;1;1;0;0;0;0;0
36309;;Cocalzinho;8;15;11;11;10;13;198;4;3;37;10;3;13;20;7;12;75;19;14;6;14;1;2;0;2;0;0;0;0
38646;;Cocalzinho;7;19;11;12;10;15;245;5;4;36;10;4;13;20;3;12;71;22;16;6;12;0;2;0;0;0;0;0;0
38645;;Cocalzinho;8;16;13;12;10;13;219;NA;NA;36;11;3;14;NA;5;12;70;19;17;NA;NA;1;2;0;0;0;0;0;NA
52007;;Carolina;7;15;10;10;10;13;230;NA;4;42;11;3;14;16;5;11;66;21;15;5;NA;1;1;1;2;0;0;1;0
52008;;Carolina;9;15;11;10;10;13;206;NA;NA;NA;8;4;14;NA;5;11;NA;NA;16;NA;NA;1;1;1;2;0;0;0;NA
52006;;Carolina;9;19;13;12;10;14;238;5;3;38;13;3;14;16;5;12;66;19;16;5;NA;1;1;1;2;0;0;0;0
47754;;PortoNacional;7;18;12;12;10;12;209;6;4;37;9;2;19;19;11;14;62;21;16;11;NA;1;2;0;2;0;0;1;0
864;;Mineiros;8;14;11;12;10;13;206;4;3;38;10;3;14;19;3;12;NA;NA;NA;NA;13;1;2;0;0;0;0;0;0
37296;;BomJesusTocantins;8;16;10;11;10;14;205;NA;4;34;15;3;14;20;4;12;69;19;14;5;NA;0;1;1;2;0;0;0;0
866;;Coribe;7;16;8;12;10;13;194;NA;4;27;9;2;13;20;3;13;68;20;17;6;NA;0;2;0;0;0;0;0;0
50831;;Guarai;7;17;11;12;10;13;230;NA;NA;39;8;2;15;20;3;12;74;20;14;NA;NA;1;1;0;2;0;0;2;NA
95885;;UHELuis;7;16;14;12;10;14;186;NA;NA;35;10;2;14;18;6;11;70;19;14;NA;NA;1;1;0;0;0;0;1;NA
95891;;UHELuis;7;15;11;12;10;14;176;NA;NA;39;10;4;14;20;8;12;61;21;14;NA;NA;1;1;1;0;0;0;0;NA
95887;;UHELuis;8;16;11;12;10;13;181;NA;3;41;9;3;14;20;7;11;63;20;13;5;NA;1;1;1;0;0;0;0;NA
95892;;UHELuis;8;15;10;14;11;15;182;NA;NA;43;11;4;14;19;6;12;71;19;15;NA;NA;1;2;0;2;0;0;1;NA
95886;;UHELuis;7;15;12;12;10;14;190;NA;NA;39;8;4;13;17;4;13;72;20;14;5;NA;1;1;0;2;0;0;1;0
95883;;UHELuis;7;14;11;12;10;15;166;NA;NA;42;11;5;14;19;6;11;61;21;13;NA;NA;1;2;0;0;0;0;1;NA
95880;;UHELuis;8;14;10;9;8;14;166;NA;NA;38;8;5;14;19;6;11;54;20;15;NA;NA;1;1;1;2;0;0;1;NA
95890;;UHELuis;7;15;10;6;10;15;192;NA;NA;41;12;7;14;20;6;12;65;22;14;NA;NA;1;1;1;2;0;0;0;0
95881;;UHELuis;7;15;11;12;9;14;182;NA;NA;36;10;4;14;19;5;12;70;19;13;NA;NA;1;1;1;2;0;0;1;NA
95877;;UHELuis;9;17;11;13;10;16;176;NA;NA;35;10;4;14;21;6;12;73;19;13;7;NA;1;1;1;2;0;0;0;0
95879;;UHELuis;7;14;10;10;10;13;157;NA;NA;39;11;4;14;NA;6;11;67;19;15;NA;NA;0;1;0;0;0;0;1;NA
95889;;UHELuis;8;16;10;12;10;14;152;NA;4;36;12;4;13;19;6;11;56;19;6;NA;0;1;1;2;0;0;0;0;NA
95876;;UHELuis;7;15;11;13;8;14;170;NA;4;34;12;4;14;29;7;12;68;19;15;7;NA;1;1;1;2;0;0;0;0
95878;;UHELuis;7;14;11;11;11;15;NA;NA;NA;NA;NA;NA;14;17;6;12;NA;NA;15;NA;NA;1;1;1;0;0;0;0;NA
95888;;UHELuis;7;15;11;11;10;14;153;NA;NA;32;10;4;14;19;6;12;56;17;15;5;NA;1;1;0;2;0;0;0;0
95884;;UHELuis;8;15;11;13;10;14;163;NA;NA;34;NA;4;14;18;7;12;67;20;16;NA;NA;1;1;1;0;0;0;1;NA
95882;;UHELuis;8;15;10;12;10;15;173;NA;NA;37;8;4;13;19;5;13;70;21;16;NA;NA;1;1;1;2;0;0;1;NA
96129;;UHELuis;7;15;9;12;8;14;181;NA;NA;44;11;4;14;19;10;12;62;19;14;NA;NA;1;1;1;2;0;0;1;NA
96140;;UHELuis;9;16;10;12;8;15;179;NA;3;29;10;3;14;NA;6;12;NA;21;14;5;NA;0;1;0;2;0;0;0;0
96139;;UHELuis;7;15;10;12;9;13;153;NA;NA;40;9;4;14;20;7;14;65;20;15;5;NA;1;1;1;0;0;0;1;0
96131;;UHELuis;8;15;13;12;10;NA;171;NA;NA;42;12;4;14;20;4;12;64;19;14;NA;NA;1;1;1;0;0;0;0;NA
96133;;UHELuis;7;15;11;12;10;NA;164;NA;NA;41;11;5;14;20;5;12;63;21;14;NA;NA;1;1;0;2;0;0;0;NA
96134;;UHELuis;8;15;10;12;10;14;143;NA;4;40;9;4;15;19;8;12;66;19;15;6;NA;1;1;1;0;0;0;0;0
96128;;UHELuis;8;16;10;12;10;14;167;NA;NA;39;10;5;14;19;8;15;61;18;16;6;NA;1;1;1;0;0;0;0;NA
96130;;UHELuis;8;16;11;12;10;14;166;NA;NA;40;10;3;12;19;9;14;68;19;15;NA;NA;1;2;0;0;0;0;0;NA
86127;;UHELuis;7;17;11;12;10;15;157;NA;4;40;10;4;14;19;7;11;63;19;16;5;NA;1;1;1;0;0;0;0;0
96141;;UHELuis;7;15;11;12;10;14;153;5;3;36;8;3;14;18;7;11;54;21;13;4;NA;1;1;0;0;0;0;2;0
96138;;UHELuis;7;16;9;12;10;14;148;NA;NA;33;9;4;14;19;6;11;NA;19;16;NA;NA;1;2;0;2;0;0;0;NA
96136;;UHELuis;8;17;12;12;10;12;156;6;3;38;9;4;14;20;7;11;62;18;13;4;13;1;2;0;0;0;0;0;0
96132;;UHELuis;6;15;11;12;10;14;170;6;4;38;6;2;14;19;4;12;59;19;15;5;14;0;1;1;0;0;0;1;0
96135;;UHELuis;9;18;11;13;10;15;164;NA;NA;37;9;4;14;19;8;11;69;20;15;NA;NA;1;1;0;0;0;0;0;NA
96137;;UHELuis;9;16;10;13;10;12;138;6;4;30;9;4;13;21;6;11;70;19;14;7;NA;1;1;1;0;0;0;0;0
96126;;UHELuis;8;16;11;13;10;14;181;NA;NA;38;10;4;14;18;7;11;58;19;14;NA;NA;1;2;0;2;0;0;0;NA
96124;;UHELuis;8;16;11;12;10;14;170;NA;NA;41;9;4;14;19;7;12;63;18;14;NA;NA;1;1;0;0;0;0;0;NA
96114;;UHELuis;8;13;19;12;10;15;183;7;4;38;10;5;14;NA;8;11;NA;20;14;4;NA;1;1;1;0;0;0;0;0
96117;;UHELuis;8;16;10;12;10;14;170;6;4;42;9;4;14;NA;4;11;NA;21;14;4;NA;1;1;1;0;0;0;0;0
96115;;UHELuis;7;17;8;12;10;15;173;NA;NA;39;10;5;14;NA;7;14;NA;21;16;NA;NA;0;1;1;0;0;0;0;NA
96121;;UHELuis;7;16;9;10;8;14;146;6;3;36;8;3;14;NA;5;12;64;19;14;6;11;1;2;1;2;0;0;0;0
96118;;UHELuis;7;16;12;13;11;13;169;8;4;36;12;5;14;19;3;11;55;20;13;4;NA;1;1;1;0;0;0;0;0
96125;;UHELuis;9;17;11;12;10;14;159;NA;NA;39;10;4;14;23;6;10;65;19;15;NA;NA;1;1;0;2;0;0;1;NA
96116;;UHELuis;8;17;12;13;10;15;157;NA;NA;36;11;5;13;NA;7;12;NA;NA;15;NA;NA;1;2;0;0;0;0;0;0
96123;;UHELuis;8;16;14;11;10;15;158;NA;NA;44;9;3;14;20;6;13;66;21;15;NA;NA;1;1;1;2;0;0;0;NA
96122;;UHELuis;7;17;12;12;10;15;174;7;4;41;11;4;14;NA;9;12;70;23;15;7;17;1;1;1;0;0;0;0;0
96142;;UHELuis;8;17;13;11;10;NA;NA;NA;NA;NA;NA;4;14;NA;6;11;NA;21;14;NA;NA;1;1;1;NA;NA;0;0;NA
96119;;UHELuis;7;16;10;12;10;15;152;NA;NA;41;11;4;14;19;6;11;63;22;15;NA;NA;0;1;1;2;0;0;0;NA
96120;;UHELuis;8;16;12;12;10;15;163;NA;NA;38;10;4;14;NA;4;12;58;20;15;NA;NA;1;1;0;0;0;0;0;NA
89822;;UHELuis;7;16;11;10;8;13;180;NA;NA;38;11;4;14;17;7;12;59;19;15;6;NA;1;1;1;0;0;0;0;NA
89816;;UHELuis;8;19;10;12;10;13;195;NA;NA;42;10;3;14;21;10;13;59;20;16;NA;NA;0;1;1;2;0;0;0;NA
89815;;UHELuis;7;19;12;12;10;13;167;5;4;41;12;4;13;18;7;12;61;19;16;7;12;1;1;1;2;0;0;0;0
89820;;UHELuis;8;18;11;12;10;14;158;NA;NA;46;8;4;16;21;9;13;64;21;15;NA;NA;1;1;0;0;0;0;1;NA
89821;;UHELuis;7;16;12;13;10;13;169;NA;NA;39;10;4;14;17;7;13;55;19;15;NA;NA;1;1;1;2;0;0;1;NA
89817;;UHELuis;8;17;12;12;10;13;166;NA;NA;36;9;5;15;18;9;12;62;19;13;NA;NA;1;1;0;0;0;0;0;0
89819;;UHELuis;8;16;12;12;9;13;151;7;4;43;13;4;14;17;6;13;59;21;15;6;16;1;2;1;0;0;0;1;0
89818;;UHELuis;7;17;10;11;10;14;166;NA;5;36;11;4;14;18;6;11;54;18;15;7;NA;1;1;1;2;0;0;0;0
95872;;UHELuis;7;17;10;12;10;14;170;NA;NA;39;12;5;14;20;9;13;69;19;15;NA;NA;1;1;0;0;0;0;0;NA
95871;;UHELuis;7;17;11;11;10;15;176;NA;NA;40;11;NA;14;18;4;14;57;21;18;NA;NA;0;1;1;2;0;0;0;NA
95873;;UHELuis;7;18;10;12;10;14;161;NA;NA;41;10;4;14;NA;6;13;73;21;15;NA;NA;1;1;0;2;0;0;1;NA
95875;;UHELuis;7;16;9;10;8;14;166;NA;NA;41;10;5;14;18;9;13;71;18;16;NA;NA;1;1;0;2;0;0;0;NA
95870;;UHELuis;7;14;9;13;9;13;171;NA;NA;36;11;4;15;19;8;14;65;20;15;6;NA;1;2;0;0;0;0;0;0
95874;;UHELuis;7;15;12;10;10;13;196;NA;NA;41;8;5;14;18;7;13;55;21;14;NA;NA;0;1;1;2;0;0;1;NA
96435;;UHELuis;7;16;11;12;10;13;156;NA;NA;41;10;5;13;NA;6;14;51;19;17;6;NA;0;1;1;0;0;0;1;0
96431;;UHELuis;8;15;11;12;10;12;166;NA;4;44;10;3;14;18;7;12;51;21;15;6;NA;1;1;1;0;0;0;1;0
96433;;UHELuis;7;16;9;11;10;14;159;NA;NA;41;12;4;14;20;9;12;65;20;16;7;NA;1;1;1;2;0;0;1;0
96434;;UHELuis;8;16;10;12;10;14;164;NA;NA;46;13;4;16;20;7;13;65;21;14;NA;NA;1;1;1;2;0;0;0;NA
96432;;UHELuis;7;14;8;10;10;13;161;NA;NA;38;11;3;14;20;6;11;56;18;14;4;NA;1;1;1;2;0;0;1;NA
89907;;UHELuis;7;17;13;12;10;13;NA;7;4;NA;NA;NA;NA;19;6;12;63;21;16;4;NA;1;1;1;2;0;0;0;0
89398;;UHELuis;8;16;11;12;10;14;151;5;7;43;10;3;14;20;7;12;68;18;15;7;NA;1;1;1;0;0;0;1;0
89238;;SaoSalvadorTocantins;7;16;12;12;10;15;194;6;4;45;10;4;14;21;5;12;64;22;15;4;13;0;2;1;0;0;0;1;0
89236;;SaoSalvadorTocantins;7;13;12;12;10;15;203;6;4;46;8;2;14;20;8;11;65;22;15;5;NA;0;1;1;0;0;0;1;0
89246;;SaoSalvadorTocantins;7;16;10;13;10;16;206;7;4;43;11;5;14;19;9;12;66;23;15;5;NA;1;1;1;0;0;0;0;0
89240;;SaoSalvadorTocantins;6;15;11;11;10;15;185;6;4;33;9;4;14;19;7;12;64;21;16;6;12;1;1;1;0;0;0;0;0
89243;;SaoSalvadorTocantins;7;16;12;10;10;16;187;NA;NA;40;7;4;14;18;6;12;63;22;14;NA;NA;0;1;0;0;0;0;0;NA
89244;;SaoSalvadorTocantins;7;16;11;12;10;16;186;7;5;43;11;4;14;18;8;12;67;21;16;4;NA;0;1;1;0;0;0;1;0
89228;;SaoSalvadorTocantins;7;15;9;11;9;16;176;NA;NA;41;8;4;14;18;8;11;68;21;15;NA;NA;0;1;1;2;0;0;1;NA
89239;;SaoSalvadorTocantins;8;16;12;11;9;17;168;NA;NA;35;8;5;15;18;11;12;67;20;15;NA;NA;0;1;1;2;0;0;1;NA
89241;;SaoSalvadorTocantins;7;15;11;11;9;16;191;7;4;39;10;4;14;20;10;13;58;21;16;9;12;0;1;1;0;0;0;0;0
89247;;SaoSalvadorTocantins;7;16;15;10;9;16;179;NA;NA;40;11;3;14;19;10;12;68;21;16;NA;NA;0;1;0;2;0;0;0;NA
89237;;SaoSalvadorTocantins;7;16;15;12;10;16;173;NA;5;38;8;4;14;19;8;12;68;22;14;5;NA;0;1;1;2;0;0;1;0
89248;;SaoSalvadorTocantins;7;15;11;10;10;15;181;7;4;37;9;4;14;19;9;11;59;21;14;5;NA;1;1;1;0;0;0;0;0
89235;;SaoSalvadorTocantins;7;16;13;10;8;15;194;7;4;45;9;3;14;17;8;12;61;22;15;5;NA;1;1;0;0;0;0;1;0
89234;;SaoSalvadorTocantins;7;16;12;12;10;16;195;7;4;41;7;4;14;21;8;11;59;21;15;7;NA;1;1;0;0;0;0;1;0
89227;;SaoSalvadorTocantins;7;15;10;11;10;16;171;NA;NA;42;8;4;14;20;9;12;63;22;14;NA;NA;1;1;0;0;0;0;1;NA
89232;;SaoSalvadorTocantins;7;15;10;12;10;15;175;NA;4;39;9;5;14;21;6;12;69;23;16;6;NA;0;2;1;0;0;0;1;0
89245;;SaoSalvadorTocantins;7;15;10;12;10;15;176;7;5;41;8;4;14;17;8;12;61;22;14;7;NA;1;1;0;0;0;0;1;0
89226;;SaoSalvadorTocantins;7;15;12;10;10;16;159;NA;4;39;11;4;14;19;6;11;65;21;16;6;NA;0;1;0;0;0;0;0;0
89233;;SaoSalvadorTocantins;7;15;12;12;10;16;185;7;4;39;10;5;14;20;8;13;67;23;15;6;NA;0;1;1;0;0;0;0;0
89229;;SaoSalvadorTocantins;7;15;10;11;10;15;178;NA;NA;40;10;4;14;20;11;12;64;21;13;NA;NA;1;1;0;0;0;0;1;NA
89231;;SaoSalvadorTocantins;7;15;12;10;8;16;187;NA;NA;40;9;4;15;19;7;11;64;21;15;NA;NA;1;1;0;0;0;0;0;NA
89224;;SaoSalvadorTocantins;8;13;12;10;8;16;176;NA;NA;42;9;4;14;20;9;13;63;21;15;7;NA;0;1;1;0;0;0;1;0
89230;;SaoSalvadorTocantins;7;14;11;12;10;16;180;NA;NA;43;9;4;14;21;6;11;70;21;15;6;NA;1;1;0;0;0;0;0;0
89225;;SaoSalvadorTocantins;7;16;11;12;11;15;182;NA;4;40;9;2;13;20;5;11;59;22;15;4;NA;1;1;0;0;0;0;0;0
89242;;SaoSalvadorTocantins;8;15;11;10;8;15;199;6;4;29;11;6;14;21;7;10;69;23;15;4;10;1;1;0;2;0;0;0;0
4020;;BarraRioSaoDomingos;7;17;12;14;10;14;166;8;4;38;8;3;15;22;5;13;62;19;17;7;18;1;2;0;2;0;0;0;0
4030;;BarraRioSaoDomingos;8;17;11;12;10;15;147;7;4;29;8;3;16;19;3;12;59;22;16;6;17;1;2;0;2;0;0;2;0
4021;;BarraRioSaoDomingos;8;16;12;13;10;15;162;NA;NA;37;7;4;14;21;6;13;67;21;16;NA;NA;0;1;1;2;0;0;1;NA
4007;;BarraRioSaoDomingos;8;15;12;14;11;15;187;NA;NA;36;8;2;14;21;3;14;66;23;16;NA;NA;1;1;1;0;0;0;1;NA
4033;;BarraRioSaoDomingos;7;14;10;12;10;NA;NA;NA;NA;NA;NA;NA;NA;20;7;14;87;20;17;NA;16;1;2;0;2;0;0;2;0
4026;;BarraRioSaoDomingos;8;18;12;12;12;14;176;NA;4;37;8;5;14;18;3;15;74;22;13;8;NA;0;2;0;2;1;0;0;0
4015;;BarraRioSaoDomingos;7;18;12;12;10;13;181;NA;NA;NA;NA;NA;NA;20;5;17;77;22;16;NA;NA;1;1;1;0;0;0;1;NA
4013;;BarraRioSaoDomingos;8;15;11;12;10;14;NA;NA;NA;NA;9;4;15;20;8;12;69;22;15;7;NA;0;1;1;0;0;0;0;0
4017;;BarraRioSaoDomingos;9;18;11;12;10;13;NA;7;4;34;9;3;14;21;2;14;68;21;15;6;NA;0;2;1;2;1;0;0;0
4019;;BarraRioSaoDomingos;8;18;12;14;10;13;178;NA;NA;36;9;2;14;19;4;14;67;21;16;NA;NA;0;2;0;0;0;0;0;NA
4032;;BarraRioSaoDomingos;8;16;11;12;10;16;188;NA;NA;35;11;3;13;21;7;13;74;22;17;NA;NA;1;1;1;0;0;0;0;NA
4008;;BarraRioSaoDomingos;8;17;10;12;10;15;201;NA;NA;42;7;3;14;19;7;14;66;23;12;NA;NA;1;1;1;2;0;0;1;NA
4006;;BarraRioSaoDomingos;8;18;10;12;10;13;NA;NA;NA;36;9;3;13;19;8;12;62;23;16;NA;NA;0;1;0;2;0;0;0;NA
4018;;BarraRioSaoDomingos;8;18;13;14;12;16;181;7;3;35;9;3;14;20;3;14;68;19;16;4;14;0;2;0;0;0;0;0;0
4031;;BarraRioSaoDomingos;7;16;11;12;11;13;163;NA;NA;36;8;3;16;18;4;13;58;21;16;NA;NA;0;1;1;2;0;0;0;NA
4025;;BarraRioSaoDomingos;8;15;11;13;10;13;152;7;3;34;8;4;13;21;8;14;66;20;16;6;NA;0;1;0;2;0;0;0;0
4016;;BarraRioSaoDomingos;8;15;11;12;10;14;159;NA;NA;35;7;2;14;18;3;14;69;16;16;NA;NA;0;2;0;0;1;0;0;NA
4029;;BarraRioSaoDomingos;8;16;12;12;10;14;NA;7;3;NA;NA;NA;NA;19;3;13;54;17;13;5;NA;0;1;1;2;0;0;0;0
4009;;BarraRioSaoDomingos;9;16;11;13;11;15;NA;NA;NA;NA;NA;4;14;21;3;12;62;21;16;NA;NA;0;1;1;0;0;0;0;NA
4010;;BarraRioSaoDomingos;7;18;11;14;12;13;162;NA;NA;33;9;5;15;19;4;14;56;22;16;NA;NA;1;1;1;0;0;0;0;NA
4014;;BarraRioSaoDomingos;8;16;12;12;11;14;166;NA;NA;36;9;4;12;21;7;12;64;21;15;NA;NA;0;1;0;2;0;0;0;NA
4022;;BarraRioSaoDomingos;8;16;12;13;10;15;154;NA;4;37;8;2;12;21;6;13;69;20;16;6;NA;1;1;1;2;0;0;1;0
4011;;BarraRioSaoDomingos;8;15;12;13;12;14;159;8;5;31;9;3;14;21;4;13;63;19;15;6;15;1;2;0;0;0;0;0;0
4028;;BarraRioSaoDomingos;8;16;11;14;10;14;159;7;3;38;9;5;14;19;4;14;72;24;16;5;NA;0;1;0;2;0;0;0;0
4027;;BarraRioSaoDomingos;7;15;11;12;10;14;162;5;4;38;9;4;14;21;7;14;70;21;16;6;NA;0;1;0;0;1;0;0;0
4012;;BarraRioSaoDomingos;7;16;12;13;12;13;NA;NA;NA;NA;NA;3;14;20;3;13;NA;23;18;6;NA;1;2;1;0;0;0;0;0
148;;Peruacu;7;17;10;13;12;14;185;9;4;29;8;3;13;19;3;13;64;22;16;6;NA;0;2;0;0;0;0;0;0
134;;Peruacu;7;16;11;13;12;14;176;NA;NA;26;9;5;14;17;2;13;70;20;16;5;NA;0;1;1;0;0;0;0;0
299;;Peruacu;8;15;11;14;12;14;165;NA;6;28;9;4;14;18;3;13;61;20;15;6;NA;0;2;0;0;0;0;0;0
223;;Peruacu;7;15;12;13;13;14;171;NA;6;27;7;3;13;16;3;14;59;21;18;6;NA;0;2;0;2;0;0;0;0
133;;Peruacu;7;15;11;14;12;13;164;8;4;32;9;4;14;21;2;12;73;21;17;5;11;0;2;0;2;0;0;0;0
293;;Peruacu;7;16;10;13;12;13;166;8;4;26;10;4;13;16;3;15;68;18;19;6;11;0;2;1;2;0;0;0;0
266;;Peruacu;7;16;10;13;12;12;160;6;4;26;10;2;14;19;3;16;64;21;19;5;NA;0;2;0;2;0;0;0;0
260;;Peruacu;7;16;10;14;11;13;166;NA;4;26;8;4;14;16;3;14;54;18;18;5;NA;0;1;1;2;0;0;0;0
204;;Peruacu;7;16;10;13;11;13;159;NA;4;27;8;5;12;18;3;15;67;22;18;7;NA;0;2;1;2;0;0;0;0
205;;Peruacu;7;16;11;14;12;13;159;7;5;28;8;4;13;18;4;14;66;20;17;6;NA;0;2;0;0;0;0;0;0
217;;Peruacu;8;17;10;13;12;14;171;10;5;27;7;5;12;16;3;15;58;19;19;4;8;0;2;0;0;0;0;0;0
263;;Peruacu;7;16;9;13;12;13;166;NA;5;28;10;4;12;17;2;14;59;19;18;6;NA;0;2;0;0;0;0;0;0
339;;Pium;7;16;9;12;9;13;193;NA;NA;39;9;4;14;20;5;12;70;22;15;NA;NA;1;1;0;0;0;0;1;NA
338;;Pium;7;13;9;10;10;12;NA;6;4;31;7;3;14;19;6;12;64;21;15;5;NA;1;1;1;0;0;0;0;0
342;;Pium;7;14;9;12;11;13;NA;NA;NA;NA;NA;4;16;19;6;11;72;20;15;NA;NA;1;1;0;2;0;0;1;NA
344;;Pium;7;14;9;12;10;13;NA;NA;3;39;9;5;14;21;5;12;64;22;15;4;NA;1;1;1;0;0;0;0;0
91509;;Peixe;7;17;10;11;10;14;175;NA;4;38;10;4;14;20;5;12;55;19;15;4;NA;1;2;0;2;0;0;0;0
91511;;Peixe;7;15;11;10;10;15;176;NA;NA;39;9;4;14;19;6;10;60;20;15;NA;NA;1;1;0;2;0;0;0;0
91510;;Peixe;7;16;11;12;10;14;184;NA;NA;43;6;3;14;16;9;11;56;21;14;5;NA;0;1;0;2;0;0;1;0
89577;;Peixe;7;13;11;12;10;13;178;NA;NA;41;10;4;14;20;6;12;49;19;17;NA;NA;0;1;1;0;0;0;0;NA
89579;;Peixe;8;15;11;12;10;13;NA;NA;NA;NA;10;4;14;20;8;14;56;21;16;NA;NA;0;1;1;0;0;0;0;NA
