"","Species","ID","Estado2","Lat2","Long2","Altitude","UF","Lat","Long","Altitude (m)","HemipenisMedido","Especie_Welington","Hemipenis_Evertido","No_LACV","Average coverage across loci","Loci passing coverage threshold","FabDocCh4AP","Colecao","FabDocCh2","FabMestrado","Localidade","Brazilian State","Latitude","Longitude","gymno_clades","Especie_Fabricius","Cytb Haplotype"," Genbank accession number cytb/ KIF24"
"254",NA,"93075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParnaiba",NA,-9.1,-45.95,NA,NA,NA,NA
"255",NA,"78736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas",NA,-15.88333333,-52.25,4,NA,NA,NA
"256",NA,"78735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas",NA,-15.88333333,-52.25,4,NA,NA,NA
"257",NA,"78732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas",NA,-15.88333333,-52.25,4,NA,NA,NA
"258",NA,"78733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas",NA,-15.88333333,-52.25,4,NA,NA,NA
"259",NA,"78738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas",NA,-15.88333333,-52.25,4,NA,NA,NA
"260",NA,"78737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas",NA,-15.88333333,-52.25,4,NA,NA,NA
"261",NA,"78734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas",NA,-15.88333333,-52.25,4,NA,NA,NA
"262",NA,"4020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"263",NA,"4030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"264",NA,"4021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"265",NA,"4007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"266",NA,"4033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"267",NA,"4026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"268",NA,"4015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"269",NA,"4013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"270",NA,"4017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"271",NA,"4019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"272",NA,"4032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"273",NA,"4008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"274",NA,"4006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"275",NA,"4018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"276",NA,"4031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"277",NA,"4025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"278",NA,"4016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"279",NA,"4029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"280",NA,"4009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"281",NA,"4010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"282",NA,"4014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"283",NA,"4022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"284",NA,"4011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"285",NA,"4028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"286",NA,"4027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"287",NA,"4012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos",NA,-13.24,-47.12,NA,NA,NA,NA
"288",NA,"37296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","BomJesusTocantins",NA,-8.96,-48.16,NA,NA,NA,NA
"289",NA,"67156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Buritis",NA,-15.61777778,-46.42333333,NA,NA,NA,NA
"290",NA,"67155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Buritis",NA,-15.61777778,-46.42333333,NA,NA,NA,NA
"291",NA,"4004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava",NA,-13.50833333,-48.35555556,NA,NA,NA,NA
"292",NA,"4000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava",NA,-13.50833333,-48.35555556,NA,NA,NA,NA
"293",NA,"4003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava",NA,-13.50833333,-48.35555556,NA,NA,NA,NA
"294",NA,"4002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava",NA,-13.50833333,-48.35555556,NA,NA,NA,NA
"295",NA,"4001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava",NA,-13.50833333,-48.35555556,NA,NA,NA,NA
"296",NA,"4005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava",NA,-13.50833333,-48.35555556,NA,NA,NA,NA
"297",NA,"52008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Carolina",NA,-7.366666667,-47.43333333,12,NA,NA,NA
"298",NA,"7116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Carolina",NA,-7.366666667,-47.43333333,12,NA,NA,NA
"299",NA,"7115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Carolina",NA,-7.366666667,-47.43333333,12,NA,NA,NA
"300",NA,"45316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"301",NA,"45304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"302",NA,"45322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"303",NA,"45328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"304",NA,"45334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"305",NA,"45326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"306",NA,"45330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"307",NA,"45335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"308",NA,"45333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"309",NA,"45302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"310",NA,"45314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"311",NA,"45309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"312",NA,"45305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"313",NA,"45306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"314",NA,"45331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"315",NA,"45317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"316",NA,"45327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"317",NA,"45332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"318",NA,"45311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"319",NA,"45310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"320",NA,"45307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"321",NA,"45313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"322",NA,"45323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"323",NA,"45325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"324",NA,"45312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"325",NA,"45315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"326",NA,"45320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"327",NA,"45308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"328",NA,"45303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"329",NA,"83033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Cocalinho",NA,-14.37444444,-51.00222222,NA,NA,NA,NA
"330",NA,"36309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Cocalzinho",NA,-15.79,-48.77,NA,NA,NA,NA
"331",NA,"44708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","ColinasdoSul",NA,-14.15,-48.07,2,NA,NA,NA
"332",NA,"50402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","ColinasdoSul",NA,-14.15,-48.07,2,NA,NA,NA
"333",NA,"48337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","ColinasdoSul",NA,-14.15,-48.07,2,NA,NA,NA
"334",NA,"866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Coribe",NA,-13.82,-44.45,NA,NA,NA,NA
"335",NA,"33562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Dianopolis",NA,-11.62,-46.82,NA,NA,NA,NA
"336",NA,"1309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,-6.5625,-47.4525,12,NA,NA,NA
"337",NA,"2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Estreito",NA,-6.5625,-47.4525,12,NA,NA,NA
"338",NA,"1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,-6.5625,-47.4525,12,NA,NA,NA
"339",NA,"1699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,-6.5625,-47.4525,12,NA,NA,NA
"340",NA,"1037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,-6.5625,-47.4525,12,NA,NA,NA
"341",NA,"1092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,-6.5625,-47.4525,12,NA,NA,NA
"342",NA,"1069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,-6.5625,-47.4525,12,NA,NA,NA
"343",NA,"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,NA,NA,NA,NA
"344",NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,NA,NA,NA,NA
"345",NA,"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,NA,NA,NA,NA
"346",NA,"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,NA,NA,NA,NA
"347",NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,NA,NA,NA,NA
"348",NA,"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,NA,NA,NA,NA
"349",NA,"50831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Guarai",NA,-8.833333333,-48.51666667,NA,NA,NA,NA
"350",NA,"57017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Gurupi",NA,-11.71666667,-49.06666667,NA,NA,NA,NA
"351",NA,"91187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras",NA,-11.23333333,-48.46666667,NA,NA,NA,NA
"352",NA,"91185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras",NA,-11.23333333,-48.46666667,NA,NA,NA,NA
"353",NA,"91184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras",NA,-11.23333333,-48.46666667,NA,NA,NA,NA
"354",NA,"91183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras",NA,-11.23333333,-48.46666667,NA,NA,NA,NA
"355",NA,"91186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras",NA,-11.23333333,-48.46666667,NA,NA,NA,NA
"356",NA,"148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"357",NA,"134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"358",NA,"299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Januaria(Peruacu)",NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"359",NA,"223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"360",NA,"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"361",NA,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Januaria(Peruacu)",NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"362",NA,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"363",NA,"260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"364",NA,"204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"365",NA,"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"366",NA,"217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"367",NA,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"368",NA,"95885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"369",NA,"95891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"370",NA,"95887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"371",NA,"95892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"372",NA,"95886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"373",NA,"95883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"374",NA,"95880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"375",NA,"95890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"376",NA,"95881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"377",NA,"95877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"378",NA,"95879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"379",NA,"95889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"380",NA,"95876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"381",NA,"95878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"382",NA,"95888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"383",NA,"95884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"384",NA,"95882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
"385",NA,"96129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,11,NA,NA,NA
