"","ID","Average coverage across loci","Loci passing coverage threshold","FabDocCh4AP","Colecao","FabDocCh2","FabMestrado","Localidade","Locality","Brazilian State","Latitude","Longitude","gymno_clades","Species","Cytb Haplotype"," Genbank accession number cytb/ KIF24"
"610","3090",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"611","3109",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"612","3113",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"613","3014",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"614","3039",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"615","3050",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"616","8006",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"617","8042",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"618","8050",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"619","8010",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"620","8024",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"621","8036",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"622","8020",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"623","8017",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"624","8019",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"625","8052",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"626","8012",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"627","8007",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"628","8013",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"629","8058",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"630","8021",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"631","8029",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"632","8016",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"633","8009",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"634","8046",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"635","8015",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"636","8043",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"637","8056",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"638","53160",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"639","8014",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"640","8011",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"641","8047",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"642","8023",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"643","8018",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"644","8045",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"645","8034",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"646","8028",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"647","8026",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"648","8051",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"649","3086",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"650","8025",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"651","8044",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"652","8033",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"653","8040",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"654","8048",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"655","9498",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"656","3023",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"657","8032",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"658","3032",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"659","3088",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"660","3129",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"661","8054",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"662","8053",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"663","8059",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"664","3013",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"665","8041",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"666","8030",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"667","3060",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"668","8055",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"669","3033",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"670","3098",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"671","3095",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"672","8057",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"673","8049",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"674","3132",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"675","8027",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"676","3036",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"677","3078",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"678","8022",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"679","8008",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"680","3100",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"681","3127",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"682","3075",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"683","3042",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"684","3130",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"685","3034",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"686","3105",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"687","3119",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"688","3082",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"689","3068",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"690","3052",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"691","3058",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"692","3112",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"693","3040",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"694","3110",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"695","3104",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"696","3063",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"697","3114",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"698","3071",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"699","864",NA,NA,NA,"CHUNB",NA,"SIM","Mineiros",NA,NA,-17.56,-52.55,NA,NA,NA,NA
"700","53068",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"701","53066",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"702","53051",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"703","53083",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"704","53078",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"705","53082",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"706","53074",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"707","53084",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"708","53075",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"709","53077",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"710","53076",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"711","53080",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"712","53062",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"713","53057",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"714","53071",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"715","53052",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"716","53085",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"717","53055",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"718","53073",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"719","53063",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"720","53069",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"721","53064",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"722","53079",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"723","53053",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"724","53072",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"725","53081",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"726","53067",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"727","53070",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"728","53056",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"729","53065",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"730","69370",NA,NA,NA,"CHUNB",NA,"SIM","MonteAlegre",NA,NA,-13.09325,-47.02351,7,NA,NA,NA
"731","77824",NA,NA,NA,"MZUSP",NA,"SIM","Niquelandia",NA,NA,-14.27,-48.27,NA,NA,NA,NA
"732","90093",NA,NA,NA,"MZUSP",NA,"SIM","Niquelandia",NA,NA,-14.27,-48.27,NA,NA,NA,NA
"733","90095",NA,NA,NA,"MZUSP",NA,"SIM","Niquelandia",NA,NA,-14.27,-48.27,NA,NA,NA,NA
"734","90094",NA,NA,NA,"MZUSP",NA,"SIM","Niquelandia",NA,NA,-14.27,-48.27,NA,NA,NA,NA
"735","80154",NA,NA,NA,"MZUSP",NA,"SIM","NovaRoma",NA,NA,-13.75,-46.88333333,NA,NA,NA,NA
"736","55886",NA,NA,NA,"CHUNB",NA,"SIM","NovaXavantina",NA,NA,-14.41,-52.2,4,NA,NA,NA
"737","55882",NA,NA,NA,"CHUNB",NA,"SIM","NovaXavantina",NA,NA,-14.41,-52.2,4,NA,NA,NA
"738","11200",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"739","25089",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"740","11506",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"741","11174",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"742","11176",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"743","11203",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"744","11503",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"745","11513",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"746","11186",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"747","11182",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"748","11177",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"749","11188",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"750","11202",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"751","11179",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"752","11189",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"753","11515",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"754","11183",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"755","11505",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"756","11173",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"757","24654",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"758","11175",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"759","11511",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"760","11504",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"761","11180",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"762","11509",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"763","11514",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"764","11512",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"765","11178",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"766","25090",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"767","11201",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"768","11502",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"769","11507",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"770","11181",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"771","11184",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"772","11204",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"773","11510",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"774","11187",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"775","11199",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"776","12440",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"777","12439",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"778","12437",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"779","11508",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"780","11185",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"781","87119",NA,NA,NA,"MZUSP",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"782","87120",NA,NA,NA,"MZUSP",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"783","87121",NA,NA,NA,"MZUSP",NA,"SIM","Palmas",NA,NA,-10.18914,-48.10853,NA,NA,NA,NA
"784","37093",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"785","33548",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"786","33581",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"787","33542",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"788","33549",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"789","37116",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"790","37123",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"791","33540",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"792","37088",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"793","33570",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"794","33553",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"795","33544",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"796","33561",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"797","33569",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"798","33537",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"799","33539",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"800","37126",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"801","33541",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"802","33545",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"803","33550",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"804","33558",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"805","33536",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"806","37115",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"807","37111",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"808","37132",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"809","37098",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"810","33551",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"811","37118",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"812","37089",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"813","33563",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"814","37086",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"815","33568",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"816","37103",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"817","37096",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"818","37114",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"819","33559",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"820","37109",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"821","37121",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"822","37094",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"823","37091",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"824","37104",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
