"","ID","Average coverage across loci","Loci passing coverage threshold","FabDocCh4AP","Colecao","FabDocCh2","FabMestrado","Localidade","Locality","Brazilian State","Latitude","Longitude","gymno_clades","Species","Cytb Haplotype"," Genbank accession number cytb/ KIF24"
"186","37296",NA,NA,NA,"CHUNB",NA,"SIM","BomJesusTocantins",NA,NA,-8.96,-48.16,NA,NA,NA,NA
"187","67156",NA,NA,NA,"MZUSP",NA,"SIM","Buritis",NA,NA,-15.61777778,-46.42333333,NA,NA,NA,NA
"188","67155",NA,NA,NA,"MZUSP",NA,"SIM","Buritis",NA,NA,-15.61777778,-46.42333333,NA,NA,NA,NA
"189","4004",NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava",NA,NA,-13.50833333,-48.35555556,NA,NA,NA,NA
"190","4000",NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava",NA,NA,-13.50833333,-48.35555556,NA,NA,NA,NA
"191","4003",NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava",NA,NA,-13.50833333,-48.35555556,NA,NA,NA,NA
"192","4002",NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava",NA,NA,-13.50833333,-48.35555556,NA,NA,NA,NA
"193","4001",NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava",NA,NA,-13.50833333,-48.35555556,NA,NA,NA,NA
"194","4005",NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava",NA,NA,-13.50833333,-48.35555556,NA,NA,NA,NA
"195","52008",NA,NA,NA,"CHUNB",NA,"SIM","Carolina",NA,NA,-7.366666667,-47.43333333,12,NA,NA,NA
"196","52006",NA,NA,NA,"CHUNB",NA,"SIM","Carolina",NA,NA,-7.366666667,-47.43333333,12,NA,NA,NA
"197","7116",NA,NA,NA,"MZUSP",NA,"SIM","Carolina",NA,NA,-7.366666667,-47.43333333,12,NA,NA,NA
"198","7115",NA,NA,NA,"MZUSP",NA,"SIM","Carolina",NA,NA,-7.366666667,-47.43333333,12,NA,NA,NA
"199","45316",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"200","45304",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"201","45322",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"202","45328",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"203","45319",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"204","45334",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"205","45326",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"206","45330",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"207","45335",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"208","45333",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"209","45302",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"210","45314",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"211","45309",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"212","45305",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"213","45306",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"214","45331",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"215","45324",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"216","45317",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"217","45327",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"218","45332",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"219","45311",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"220","45310",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"221","45307",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"222","45313",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"223","45323",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"224","45329",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"225","45325",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"226","45312",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"227","45315",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"228","45320",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"229","45308",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"230","45303",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,NA,-9.37229,-49.84295,5,NA,NA,NA
"231","53291",NA,NA,NA,"CHUNB",NA,"SIM","Cavalcante",NA,NA,-13.79,-47.45,7,NA,NA,NA
"232","53294",NA,NA,NA,"CHUNB",NA,"SIM","Cavalcante",NA,NA,-13.79,-47.45,7,NA,NA,NA
"233","83033",NA,NA,NA,"MZUSP",NA,"SIM","Cocalinho",NA,NA,-14.37444444,-51.00222222,NA,NA,NA,NA
"234","36309",NA,NA,NA,"CHUNB",NA,"SIM","Cocalzinho",NA,NA,-15.79,-48.77,NA,NA,NA,NA
"235","44708",NA,NA,NA,"CHUNB",NA,"SIM","ColinasdoSul",NA,NA,-14.15,-48.07,2,NA,NA,NA
"236","50402",NA,NA,NA,"CHUNB",NA,"SIM","ColinasdoSul",NA,NA,-14.15,-48.07,2,NA,NA,NA
"237","48337",NA,NA,NA,"CHUNB",NA,"SIM","ColinasdoSul",NA,NA,-14.15,-48.07,2,NA,NA,NA
"238","866",NA,NA,NA,"CHUNB",NA,"SIM","Coribe",NA,NA,-13.82,-44.45,NA,NA,NA,NA
"239","33562",NA,NA,NA,"CHUNB",NA,"SIM","Dianopolis",NA,NA,-11.62,-46.82,NA,NA,NA,NA
"240","1309",NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,NA,-6.5625,-47.4525,12,NA,NA,NA
"241","2080",NA,NA,NA,"CHUNB",NA,"SIM","Estreito",NA,NA,-6.5625,-47.4525,12,NA,NA,NA
"242","1410",NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,NA,-6.5625,-47.4525,12,NA,NA,NA
"243","1699",NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,NA,-6.5625,-47.4525,12,NA,NA,NA
"244","642",NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,NA,-6.5625,-47.4525,12,NA,NA,NA
"245","1037",NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,NA,-6.5625,-47.4525,12,NA,NA,NA
"246","1092",NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,NA,-6.5625,-47.4525,12,NA,NA,NA
"247","1069",NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,NA,-6.5625,-47.4525,12,NA,NA,NA
"248","99",NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,NA,NA,NA,NA,NA
"249","13",NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,NA,NA,NA,NA,NA
"250","102",NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,NA,NA,NA,NA,NA
"251","75",NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,NA,NA,NA,NA,NA
"252","25",NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,NA,NA,NA,NA,NA
"253","53",NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,NA,NA,NA,NA,NA
"254","50831",NA,NA,NA,"CHUNB",NA,"SIM","Guarai",NA,NA,-8.833333333,-48.51666667,NA,NA,NA,NA
"255","57017",NA,NA,NA,"MZUSP",NA,"SIM","Gurupi",NA,NA,-11.71666667,-49.06666667,NA,NA,NA,NA
"256","91187",NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras",NA,NA,-11.23333333,-48.46666667,NA,NA,NA,NA
"257","91185",NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras",NA,NA,-11.23333333,-48.46666667,NA,NA,NA,NA
"258","91184",NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras",NA,NA,-11.23333333,-48.46666667,NA,NA,NA,NA
"259","91183",NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras",NA,NA,-11.23333333,-48.46666667,NA,NA,NA,NA
"260","91186",NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras",NA,NA,-11.23333333,-48.46666667,NA,NA,NA,NA
"261","148",NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"262","134",NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"263","299",NA,NA,NA,"CHUNB",NA,"SIM","Januaria(Peruacu)",NA,NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"264","223",NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"265","133",NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"266","293",NA,NA,NA,"CHUNB",NA,"SIM","Januaria(Peruacu)",NA,NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"267","266",NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"268","260",NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"269","204",NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"270","205",NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"271","217",NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"272","263",NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)",NA,NA,-15.12333333,-44.24010556,NA,NA,NA,NA
"273","95885",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"274","95891",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"275","95887",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"276","95892",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"277","95886",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"278","95883",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"279","95880",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"280","95890",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"281","95881",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"282","95877",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"283","95879",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"284","95889",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"285","95876",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"286","95878",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"287","95888",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"288","95884",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"289","95882",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"290","96129",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"291","96140",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"292","96139",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"293","96131",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"294","96133",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"295","96134",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"296","96128",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"297","96130",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"298","86127",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"299","96141",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"300","96138",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"301","96136",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"302","96132",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"303","96135",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"304","96137",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"305","96126",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"306","96124",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"307","96114",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"308","96117",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"309","96115",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"310","96121",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"311","96118",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"312","96125",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"313","96116",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"314","96123",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"315","96122",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"316","96142",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"317","96119",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"318","96120",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"319","89822",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"320","89816",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"321","89815",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"322","89820",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"323","89821",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"324","89817",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"325","89819",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"326","89818",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"327","95872",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"328","95871",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"329","95873",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"330","95875",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"331","95870",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"332","95874",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"333","96435",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"334","96431",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"335","96433",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"336","96434",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"337","96432",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"338","89907",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"339","89398",NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,NA,NA,11,NA,NA,NA
"340","28214",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"341","28277",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"342","42356",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"343","28296",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"344","28211",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"345","28215",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"346","28247",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"347","42351",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"348","28259",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"349","28212",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"350","28235",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"351","28205",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"352","28216",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"353","28218",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"354","28209",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"355","28231",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"356","28258",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"357","28299",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"358","28257",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"359","28207",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"360","28284",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"361","28229",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"362","28251",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"363","28230",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"364","28223",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"365","28290",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"366","28294",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"367","28242",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"368","28237",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"369","28280",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"370","42355",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"371","28281",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"372","28221",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"373","28227",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"374","28283",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"375","28297",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"376","28232",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"377","28300",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"378","28249",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"379","28301",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"380","28217",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"381","28295",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"382","28278",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"383","28233",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"384","28267",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"385","28260",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"386","28250",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"387","28288",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"388","28246",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"389","28244",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"390","28279",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"391","28285",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"392","28241",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"393","28276",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"394","28306",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"395","28298",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
