"","ID","UF","Altitude (m)","HemipenisMedido","Especie_Welington","Hemipenis_Evertido","No_LACV","Average coverage across loci","Loci passing coverage threshold","FabDocCh4AP","Colecao","FabDocCh2","FabMestrado","Localidade","Latitude","Longitude","gymno_clades","Especie_Fabricius","Cytb Haplotype"," Genbank accession number cytb/ KIF24"
"320","45307",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"321","45313",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"322","45323",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"323","45325",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"324","45312",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"325","45315",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"326","45320",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"327","45308",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"328","45303",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"329","83033",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Cocalinho","-14.37444444","-51.00222222",NA,"G. amarali",NA,NA
"330","36309",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Cocalzinho","-15.79","-48.77",NA,"G. amarali",NA,NA
"331","44708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","ColinasdoSul","-14.15","-48.07",2,"G. amarali",NA,NA
"332","50402",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","ColinasdoSul","-14.15","-48.07",2,"G. amarali",NA,NA
"333","48337",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","ColinasdoSul","-14.15","-48.07",2,"G. amarali",NA,NA
"334","866",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Coribe","-13.82","-44.45",NA,"G. amarali",NA,NA
"335","33562",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Dianopolis","-11.62","-46.82",NA,"G. amarali",NA,NA
"336","1309",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito","-6.5625","-47.4525",12,"G. amarali",NA,NA
"337","2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Estreito","-6.5625","-47.4525",12,"G. amarali",NA,NA
"338","1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito","-6.5625","-47.4525",12,"G. amarali",NA,NA
"339","1699",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito","-6.5625","-47.4525",12,"G. amarali",NA,NA
"340","1037",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito","-6.5625","-47.4525",12,"G. amarali",NA,NA
"341","1092",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito","-6.5625","-47.4525",12,"G. amarali",NA,NA
"342","1069",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito","-6.5625","-47.4525",12,"G. amarali",NA,NA
"343","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,"G. amarali",NA,NA
"344","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,"G. amarali",NA,NA
"345","102",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,"G. amarali",NA,NA
"346","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,"G. amarali",NA,NA
"347","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,"G. amarali",NA,NA
"348","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGERV",NA,"SIM","Estreito - CGERV?",NA,NA,NA,"G. amarali",NA,NA
"349","50831",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Guarai","-8.833333333","-48.51666667",NA,"G. amarali",NA,NA
"350","57017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Gurupi","-11.71666667","-49.06666667",NA,"G. amarali",NA,NA
"351","91187",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras","-11.23333333","-48.46666667",NA,"G. amarali",NA,NA
"352","91185",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras","-11.23333333","-48.46666667",NA,"G. amarali",NA,NA
"353","91184",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras","-11.23333333","-48.46666667",NA,"G. amarali",NA,NA
"354","91183",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras","-11.23333333","-48.46666667",NA,"G. amarali",NA,NA
"355","91186",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Ipueiras","-11.23333333","-48.46666667",NA,"G. amarali",NA,NA
"356","148",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)","-15.12333333","-44.24010556",NA,"G. amarali",NA,NA
"357","134",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)","-15.12333333","-44.24010556",NA,"G. amarali",NA,NA
"358","299",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Januaria(Peruacu)","-15.12333333","-44.24010556",NA,"G. amarali",NA,NA
"359","223",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)","-15.12333333","-44.24010556",NA,"G. amarali",NA,NA
"360","133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)","-15.12333333","-44.24010556",NA,"G. amarali",NA,NA
"361","293",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Januaria(Peruacu)","-15.12333333","-44.24010556",NA,"G. amarali",NA,NA
"362","266",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)","-15.12333333","-44.24010556",NA,"G. amarali",NA,NA
"363","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)","-15.12333333","-44.24010556",NA,"G. amarali",NA,NA
"364","204",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)","-15.12333333","-44.24010556",NA,"G. amarali",NA,NA
"365","205",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)","-15.12333333","-44.24010556",NA,"G. amarali",NA,NA
"366","217",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)","-15.12333333","-44.24010556",NA,"G. amarali",NA,NA
"367","263",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTJ",NA,"SIM","Januaria(Peruacu)","-15.12333333","-44.24010556",NA,"G. amarali",NA,NA
"368","95885",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"369","95891",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"370","95887",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"371","95892",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"372","95886",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"373","95883",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"374","95880",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"375","95890",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"376","95881",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"377","95877",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"378","95879",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"379","95889",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"380","95876",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"381","95878",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"382","95888",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"383","95884",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"384","95882",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"385","96129",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"386","96140",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"387","96139",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"388","96131",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"389","96133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"390","96134",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"391","96128",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"392","96130",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"393","86127",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"394","96141",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"395","96138",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"396","96136",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"397","96132",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"398","96135",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"399","96137",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"400","96126",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"401","96124",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"402","96114",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"403","96117",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"404","96115",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"405","96121",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"406","96118",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"407","96125",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"408","96116",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"409","96123",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"410","96122",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"411","96142",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"412","96119",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"413","96120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"414","89822",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"415","89816",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"416","89815",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"417","89820",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"418","89821",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"419","89817",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"420","89819",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"421","89818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"422","95872",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"423","95871",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"424","95873",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"425","95875",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"426","95870",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"427","95874",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"428","96435",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"429","96431",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"430","96433",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"431","96434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"432","96432",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"433","89907",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"434","89398",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Lajeado(UHE Luis)",NA,NA,11,"G. amarali",NA,NA
"435","28214",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"436","28277",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"437","42356",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"438","28296",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"439","28211",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"440","28215",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"441","28247",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"442","42351",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"443","28259",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"444","28212",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"445","28235",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"446","28205",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"447","28216",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"448","28209",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"449","28231",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"450","28258",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"451","28299",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"452","28257",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"453","28207",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"454","28284",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"455","28229",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"456","28251",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"457","28230",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"458","28290",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"459","28294",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"460","28242",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"461","28237",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"462","28280",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"463","42355",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"464","28281",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"465","28221",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"466","28227",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"467","28283",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"468","28297",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"469","28232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"470","28300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"471","28249",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"472","28301",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"473","28217",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"474","28295",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"475","28278",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"476","28267",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"477","28260",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"478","28250",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"479","28288",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"480","28246",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"481","28244",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"482","28279",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"483","28285",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"484","28241",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"485","28276",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"486","28306",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"487","28298",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
