"","ID","UF","Altitude (m)","HemipenisMedido","Especie_Welington","Hemipenis_Evertido","No_LACV","Average coverage across loci","Loci passing coverage threshold","FabDocCh4AP","Colecao","FabDocCh2","FabMestrado","Localidade","Latitude","Longitude","gymno_clades","Especie_Fabricius","Cytb Haplotype"," Genbank accession number cytb/ KIF24"
"153","24310","TO","326",NA,NA,NA,NA,4633.62,391,"SIM","GRC",NA,NA,"Peixe","-12.03","-48.35",NA,"G. amarali",NA,NA
"154","6435","TO","323",NA,NA,NA,NA,2034.43,390,"SIM","MRT","SIM",NA,"São Salvador","-12.73","-48.23",NA,"G. amarali Clade H","50","KM283325/ KM283412"
"155","6428","TO","323",NA,NA,NA,NA,NA,NA,NA,"MRT","SIM",NA,"São Salvador","-12.73","-48.23",NA,"G. amarali Clade H","49","KM283324/ KM283411"
"156","58348","MG","464",NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Matias Cardoso","-14.99","-43.95",NA,"Matias Cardoso","22","KM283276/ KM283381"
"157","58323","MG","464",NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Matias Cardoso","-14.99","-43.95",NA,"Matias Cardoso","22","KM283274/ KM283375"
"158","58335","MG","464",NA,NA,NA,NA,2319.71,390,"SIM","CHUNB","SIM",NA,"Matias Cardoso","-14.99","-43.95",NA,"Matias Cardoso","22","KM283275/ KM283376"
"159","56537","CE","406",NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Milagres","-7.29","-38.94",NA,"G. geckoides","55","KM283326/ KM283403"
"160"," 61904","CE","755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santana do Cariri","-7.21","-39.73",NA,"G. geckoides",NA,NA
"161","58341","MG","477",NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Manga","-14.84","-43.99",NA,"Manga","20","KM283270/ KM283380"
"162","58337","MG","477",NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Manga","-14.84","-43.99",NA,"Manga","20","KM283268/ KM283378"
"163","58336","MG","477",NA,NA,NA,NA,2496.56,389,"SIM",NA,"SIM",NA,"Manga","-14.84","-43.99",NA,"Manga","20","KM283267/ KM283377"
"164","58338","MG","477",NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Manga","-14.84","-43.99",NA,"Manga","20","KM283269/ KM283379"
"165"," 61946","PA","627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Junco do SeridÃ³","-7","-36.71",NA,"G. geckoides",NA,NA
"166","56643","PB","90",NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Mamanguape","-6.8","-35.2",NA,"G. geckoides","54","KM283264/ KM283400"
"167","56644","PB","90",NA,NA,NA,NA,2029.24,385,"SIM","CHUNB","SIM",NA,"Mamanguape","-6.8","-35.2",NA,"G. geckoides","54","KM283265/ KM283401"
"168","56645","PB","90",NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Mamanguape","-6.8","-35.2",NA,"G. geckoides","54","KM283266/ KM283402"
"169","56697","PB","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mamanguape","-6.8","-35.2",NA,"G. geckoides",NA,NA
"170"," 61905","PE","631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Exu","-7.43","-39.75",NA,"G. geckoides",NA,NA
"171","63203","MT","292",NA,NA,NA,NA,NA,NA,NA,"GRC","SIM",NA,"Nova Xavantina","-14.69","-52.34",NA,"G. amarali Clade B","34","KM283328/ KM283385"
"172","889","TO","310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barra do Garças","-15.88","-52.25",NA,"G. amarali",NA,NA
"173","196","MA","175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carolina","-7.37","-47.43",NA,"G. amarali",NA,NA
"174","197","MA","175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carolina","-7.37","-47.43",NA,"G. amarali",NA,NA
"175","642","MA","147",NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito","-6.5625","-47.4525",12,"G. amarali",NA,NA
"176","12450",NA,NA,"SIM","Gymnodactylus darwinii",NA,NA,NA,NA,NA,"MTR",NA,NA,NA,NA,NA,NA,"G. amarali",NA,NA
"177","16143",NA,NA,"SIM","Gymnodactylus sp1",NA,NA,NA,NA,NA,"MTR",NA,NA,NA,NA,NA,NA,"G. amarali",NA,NA
"178","1327",NA,NA,"SIM","Gymnodactylus sp2",NA,NA,NA,NA,NA,"UFMG",NA,NA,NA,NA,NA,NA,"G. amarali",NA,NA
"179","2175",NA,NA,"SIM","Gymnodactylus sp3",NA,NA,NA,NA,NA,"UFMG",NA,NA,NA,NA,NA,NA,"G. amarali",NA,NA
"180","3288",NA,NA,"SIM","Gymnodactylus geckoides",NA,NA,NA,NA,NA,"LACV",NA,NA,NA,NA,NA,NA,"G. amarali",NA,NA
"181","3236",NA,NA,"SIM","B","SIM","SIM",NA,NA,NA,"LACV",NA,NA,NA,NA,NA,NA,"G. amarali",NA,NA
"182","11514",NA,NA,"SIM","F","SIM","SIM",NA,NA,NA,"CHUNB",NA,"SIM","Palmas","-10.18914","-48.10853",NA,"G. amarali",NA,NA
"183","37088",NA,NA,"SIM","G","SIM","SIM",NA,NA,NA,"CHUNB",NA,"SIM","Parana","-12.75309","-47.75906",7,"G. amarali",NA,NA
"184","37148",NA,NA,NA,"A","SIM","SIM",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos","-13.44979","-46.4481",1,"G. amarali",NA,NA
"185","3233",NA,NA,NA,"B","SIM","SIM",NA,NA,NA,"LACV",NA,NA,NA,NA,NA,NA,"G. amarali",NA,NA
"186","833",NA,NA,NA,"D","SIM","SIM",NA,NA,NA,"CHUNB",NA,NA,NA,NA,NA,NA,"G. amarali",NA,NA
"187","28223",NA,NA,NA,"H","SIM","SIM",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"188","11515",NA,NA,NA,"H","SIM","SIM",NA,NA,NA,"CHUNB",NA,"SIM","Palmas","-10.18914","-48.10853",NA,"G. amarali",NA,NA
"189","38913",NA,NA,NA,NA,"SIM","SIM",NA,NA,NA,"CHUNB",NA,"SIM","PortoAlegreTocantins","-11.6","-47.04",NA,"G. amarali",NA,NA
"190","42411",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"191","42421",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"192","45319",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"193","45329",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"194","28218",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"195","28225",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"196","28233",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"197","845",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,NA,NA,NA,NA,NA,"G. amarali",NA,NA
"198","854",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,NA,NA,NA,NA,NA,"G. amarali",NA,NA
"199","856",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,NA,NA,NA,NA,NA,"G. amarali",NA,NA
"200","11181",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Palmas","-10.18914","-48.10853",NA,"G. amarali",NA,NA
"201","37086",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Parana","-12.75309","-47.75906",7,"G. amarali",NA,NA
"202","37152",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos","-13.44979","-46.4481",1,"G. amarali",NA,NA
"203","37153",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos","-13.44979","-46.4481",1,"G. amarali",NA,NA
"204","37162",NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos","-13.44979","-46.4481",1,"G. amarali",NA,NA
"205","20900",NA,NA,NA,NA,NA,NA,1790.44,389,"SIM","GRC",NA,NA,NA,NA,NA,NA,"G. amarali",NA,NA
"206","LAJ215","TO",NA,NA,NA,NA,NA,NA,NA,NA,"LAJ","SIM",NA,"Lajeado",NA,NA,NA,"G. amarali Clade H","19","KM283296/ KM283404"
"207","958","BA",NA,NA,NA,NA,NA,NA,NA,NA,"LG","SIM",NA,"Porto Seguro",NA,NA,NA,"G. darwinii A","51","AY630388.1/ NA"
"208","991","BA",NA,NA,NA,NA,NA,NA,NA,NA,"LG","SIM",NA,"Porto Seguro",NA,NA,NA,"G. darwinii A","51","AY630392.1/ NA"
"209","09443","ES",NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Presidente Kennedy",NA,NA,NA,"G. darwinii",NA,"NA/ NA"
"210","09453","ES",NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Presidente Kennedy",NA,NA,NA,"G. darwinii",NA,"NA/ NA"
"211","13546","ES",NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Presidente Kennedy",NA,NA,NA,"G. darwinii",NA,"NA/ NA"
"212","1740","BA",NA,NA,NA,NA,NA,NA,NA,NA,"MD","SIM",NA,"Una",NA,NA,NA,"G. darwinii B","52","AY630367.1/ NA"
"213","1742","BA",NA,NA,NA,NA,NA,NA,NA,NA,"MD","SIM",NA,"Una",NA,NA,NA,"G. darwinii B","53","AY630368.1/ NA"
"214","57388","CE",NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Tianguá",NA,NA,NA,"P. pollicaris","56","JQ827177.1/ JQ827663.1"
"215","57389","CE",NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Tianguá",NA,NA,NA,"P. pollicaris","57","JQ827190.1/ JQ827664.1"
"216","57403","CE",NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Tianguá",NA,NA,NA,"P. pollicaris","58","JQ827186.1/ JQ827667.1"
"217","42420",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"218","42426",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"219","42418",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"220","42414",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"221","42417",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"222","42423",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"223","42422",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"224","42419",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"225","42416",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"226","42412",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"227","42425",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"228","42413",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"229","42415",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"230","42424",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas","-11.473671","-47.121126",9,"G. amarali",NA,NA
"231","12436",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"232","403",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"233","402",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"234","407",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"235","410",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"236","413",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"237","408",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"238","401",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"239","404",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"240","411",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"241","406",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"242","12435",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"243","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"244","409",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"245","17522",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"246","12434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"247","405",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"248","17521",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"249","414",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"250","415",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"251","416",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"252","412",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"253","417",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso","-14.16222","-47.52332",3,"G. amarali",NA,NA
"254","93075",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParnaiba","-9.1","-45.95",NA,"G. amarali",NA,NA
"255","78736",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas","-15.88333333","-52.25",4,"G. amarali",NA,NA
"256","78735",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas","-15.88333333","-52.25",4,"G. amarali",NA,NA
"257","78732",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas","-15.88333333","-52.25",4,"G. amarali",NA,NA
"258","78733",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas","-15.88333333","-52.25",4,"G. amarali",NA,NA
"259","78738",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas","-15.88333333","-52.25",4,"G. amarali",NA,NA
"260","78737",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas","-15.88333333","-52.25",4,"G. amarali",NA,NA
"261","78734",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarradoGarcas","-15.88333333","-52.25",4,"G. amarali",NA,NA
"262","4020",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"263","4030",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"264","4021",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"265","4007",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"266","4033",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"267","4026",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"268","4015",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"269","4013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"270","4017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"271","4019",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"272","4032",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"273","4008",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"274","4006",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"275","4018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"276","4031",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"277","4025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"278","4016",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"279","4029",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"280","4009",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"281","4010",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"282","4014",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"283","4022",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"284","4011",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"285","4028",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"286","4027",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"287","4012",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","BarraRioSaoDomingos","-13.24","-47.12",NA,"G. amarali",NA,NA
"288","37296",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","BomJesusTocantins","-8.96","-48.16",NA,"G. amarali",NA,NA
"289","67156",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Buritis","-15.61777778","-46.42333333",NA,"G. amarali",NA,NA
"290","67155",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Buritis","-15.61777778","-46.42333333",NA,"G. amarali",NA,NA
"291","4004",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava","-13.50833333","-48.35555556",NA,"G. amarali",NA,NA
"292","4000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava","-13.50833333","-48.35555556",NA,"G. amarali",NA,NA
"293","4003",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava","-13.50833333","-48.35555556",NA,"G. amarali",NA,NA
"294","4002",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava","-13.50833333","-48.35555556",NA,"G. amarali",NA,NA
"295","4001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava","-13.50833333","-48.35555556",NA,"G. amarali",NA,NA
"296","4005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","CanaBrava","-13.50833333","-48.35555556",NA,"G. amarali",NA,NA
"297","52008",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Carolina","-7.366666667","-47.43333333",12,"G. amarali",NA,NA
"298","7116",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Carolina","-7.366666667","-47.43333333",12,"G. amarali",NA,NA
"299","7115",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZUSP",NA,"SIM","Carolina","-7.366666667","-47.43333333",12,"G. amarali",NA,NA
"300","45316",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"301","45304",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"302","45322",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"303","45328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"304","45334",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"305","45326",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"306","45330",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"307","45335",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"308","45333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"309","45302",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"310","45314",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"311","45309",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"312","45305",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"313","45306",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"314","45331",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"315","45317",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"316","45327",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"317","45332",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"318","45311",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
"319","45310",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Caseara","-9.37229","-49.84295",5,"G. amarali",NA,NA
