"","ID","Colecao","Localidade","HemipenisMedido","Hemipenis_Evertido","No_LACV","FabDocCh4AP","FabDoc3CitB","FabDocCh2","FabMestrado","UF","Latitude","Longitude","Altitude","Especie_Fabricius","Especie_Welington","Clado"
"191","1410","ESTR","Estreito",NA,NA,NA,NA,NA,NA,"SIM",NA,-6.5625,-47.4525,NA,"G. amarali",NA,12
"192","1699","ESTR","Estreito",NA,NA,NA,NA,NA,NA,"SIM",NA,-6.5625,-47.4525,NA,"G. amarali",NA,12
"193","1037","ESTR","Estreito",NA,NA,NA,NA,NA,NA,"SIM",NA,-6.5625,-47.4525,NA,"G. amarali",NA,12
"194","1092","ESTR","Estreito",NA,NA,NA,NA,NA,NA,"SIM",NA,-6.5625,-47.4525,NA,"G. amarali",NA,12
"195","1069","ESTR","Estreito",NA,NA,NA,NA,NA,NA,"SIM",NA,-6.5625,-47.4525,NA,"G. amarali",NA,12
"196","99","CGERV","EstreitoCGERV",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,NA
"197","13","CGERV","EstreitoCGERV",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,NA
"198","102","CGERV","EstreitoCGERV",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,NA
"199","75","CGERV","EstreitoCGERV",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,NA
"200","25","CGERV","EstreitoCGERV",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,NA
"201","53","CGERV","EstreitoCGERV",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,NA
"202","61905","CHUNB","Exu",NA,NA,NA,NA,"SIM",NA,NA,NA,-7.43,-39.75,631,"G. geckoides",NA,NA
"203","62569","CHUNB","Figueiropolis",NA,NA,NA,"SIM","SIM",NA,NA,"TO",-12.18,-48.96,288,"G. amarali",NA,NA
"204","1759","ESTR","Goiatins",NA,NA,NA,NA,"SIM",NA,NA,"TO",-7.69,-47.35,187,NA,NA,NA
"205","1808","ESTR","Goiatins",NA,NA,NA,NA,"SIM",NA,NA,"TO",-7.69,-47.35,187,NA,NA,NA
"206","7598","MTR","Guarai",NA,NA,NA,NA,NA,"SIM",NA,"TO",-8.83,-48.52,266,"G. amarali Clade H",NA,NA
"207","7552","MTR","Guarai",NA,NA,NA,NA,NA,"SIM",NA,"TO",-8.83,-48.52,266,"G. amarali Clade H",NA,NA
"208","7479","MTR","Guarai",NA,NA,NA,NA,"SIM",NA,NA,"TO",-8.83,-48.52,265,"G. amarali",NA,NA
"209","7542","MTR","Guarai",NA,NA,NA,NA,"SIM",NA,NA,"TO",-8.83,-48.52,265,"G. amarali",NA,NA
"210","7598","MTR","Guarai",NA,NA,NA,NA,"SIM",NA,NA,"TO",-8.83,-48.52,265,NA,NA,NA
"211","7552","MTR","Guarai",NA,NA,NA,NA,"SIM",NA,NA,"TO",-8.83,-48.52,265,NA,NA,NA
"212","50831","CHUNB","Guarai",NA,NA,NA,NA,NA,NA,"SIM",NA,-8.833333333,-48.51666667,NA,"G. amarali",NA,NA
"213","57017","MZUSP","Gurupi",NA,NA,NA,NA,NA,NA,"SIM",NA,-11.71666667,-49.06666667,NA,"G. amarali",NA,NA
"214","91187","MZUSP","Ipueiras",NA,NA,NA,NA,NA,NA,"SIM",NA,-11.23333333,-48.46666667,NA,"G. amarali",NA,NA
"215","91185","MZUSP","Ipueiras",NA,NA,NA,NA,NA,NA,"SIM",NA,-11.23333333,-48.46666667,NA,"G. amarali",NA,NA
"216","91184","MZUSP","Ipueiras",NA,NA,NA,NA,NA,NA,"SIM",NA,-11.23333333,-48.46666667,NA,"G. amarali",NA,NA
"217","91183","MZUSP","Ipueiras",NA,NA,NA,NA,NA,NA,"SIM",NA,-11.23333333,-48.46666667,NA,"G. amarali",NA,NA
"218","91186","MZUSP","Ipueiras",NA,NA,NA,NA,NA,NA,"SIM",NA,-11.23333333,-48.46666667,NA,"G. amarali",NA,NA
"219","148","MTJ","JanuariaPeruacu",NA,NA,NA,NA,NA,NA,"SIM",NA,-15.12333333,-44.24010556,NA,"G. amarali",NA,NA
"220","134","MTJ","JanuariaPeruacu",NA,NA,NA,NA,NA,NA,"SIM",NA,-15.12333333,-44.24010556,NA,"G. amarali",NA,NA
"221","299","CHUNB","JanuariaPeruacu",NA,NA,NA,NA,NA,NA,"SIM",NA,-15.12333333,-44.24010556,NA,"G. amarali",NA,NA
"222","223","MTJ","JanuariaPeruacu",NA,NA,NA,NA,NA,NA,"SIM",NA,-15.12333333,-44.24010556,NA,"G. amarali",NA,NA
"223","133","MTJ","JanuariaPeruacu",NA,NA,NA,NA,NA,NA,"SIM",NA,-15.12333333,-44.24010556,NA,"G. amarali",NA,NA
"224","293","CHUNB","JanuariaPeruacu",NA,NA,NA,NA,NA,NA,"SIM",NA,-15.12333333,-44.24010556,NA,"G. amarali",NA,NA
"225","266","MTJ","JanuariaPeruacu",NA,NA,NA,NA,NA,NA,"SIM",NA,-15.12333333,-44.24010556,NA,"G. amarali",NA,NA
"226","260","MTJ","JanuariaPeruacu",NA,NA,NA,NA,NA,NA,"SIM",NA,-15.12333333,-44.24010556,NA,"G. amarali",NA,NA
"227","204","MTJ","JanuariaPeruacu",NA,NA,NA,NA,NA,NA,"SIM",NA,-15.12333333,-44.24010556,NA,"G. amarali",NA,NA
"228","205","MTJ","JanuariaPeruacu",NA,NA,NA,NA,NA,NA,"SIM",NA,-15.12333333,-44.24010556,NA,"G. amarali",NA,NA
"229","217","MTJ","JanuariaPeruacu",NA,NA,NA,NA,NA,NA,"SIM",NA,-15.12333333,-44.24010556,NA,"G. amarali",NA,NA
"230","263","MTJ","JanuariaPeruacu",NA,NA,NA,NA,NA,NA,"SIM",NA,-15.12333333,-44.24010556,NA,"G. amarali",NA,NA
"231","61946","CHUNB","JuncodoSerido",NA,NA,NA,NA,"SIM",NA,NA,"PA",-7,-36.71,627,"G. geckoides",NA,NA
"232","215","LAJ","Lajeado",NA,NA,NA,"SIM",NA,NA,NA,"TO",-9.85,-48.32,229,"G. amarali",NA,NA
"233","LAJ215","LAJ","Lajeado",NA,NA,NA,NA,NA,"SIM",NA,"TO",NA,NA,NA,"G. amarali Clade H",NA,NA
"234","215","LAJ","LajeadoUHE",NA,NA,NA,NA,"SIM",NA,NA,"TO",-9.85,-48.32,487,NA,NA,NA
"235","8991","MRT","LajeadoUHE",NA,NA,NA,NA,"SIM",NA,NA,"TO",-9.85,-48.32,487,"G. amarali",NA,NA
"236","6918","MRT","LajeadoUHE",NA,NA,NA,NA,"SIM",NA,NA,"TO",-9.85,-48.32,487,"G. amarali",NA,NA
"237","14241","MRT","LajeadoUHE",NA,NA,NA,NA,"SIM",NA,NA,"TO",-9.85,-48.32,487,"G. amarali",NA,NA
"238","6889","MRT","LajeadoUHE",NA,NA,NA,NA,"SIM",NA,NA,"TO",-9.85,-48.32,487,"G. amarali",NA,NA
"239","9034","MRT","LajeadoUHE",NA,NA,NA,NA,"SIM",NA,NA,"TO",-9.85,-48.32,487,"G. amarali",NA,NA
"240","95885","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"241","95891","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"242","95887","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"243","95892","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"244","95886","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"245","95883","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"246","95880","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"247","95890","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"248","95881","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"249","95877","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"250","95879","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"251","95889","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"252","95876","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"253","95878","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"254","95888","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"255","95884","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"256","95882","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"257","96129","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"258","96140","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"259","96139","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"260","96131","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"261","96133","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"262","96134","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"263","96128","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"264","96130","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"265","86127","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"266","96141","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"267","96138","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"268","96136","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"269","96132","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"270","96135","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"271","96137","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"272","96126","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"273","96124","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"274","96114","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"275","96117","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"276","96115","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"277","96121","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"278","96118","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"279","96125","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"280","96116","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"281","96123","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"282","96122","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"283","96142","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"284","96119","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"285","96120","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"286","89822","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"287","89816","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"288","89815","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"289","89820","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"290","89821","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"291","89817","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"292","89819","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"293","89818","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"294","95872","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"295","95871","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"296","95873","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"297","95875","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"298","95870","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"299","95874","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"300","96435","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"301","96431","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"302","96433","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"303","96434","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"304","96432","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"305","89907","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"306","89398","MZUSP","LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,NA,"G. amarali",NA,11
"307",NA,NA,"LajeadoUHELuis",NA,NA,NA,NA,NA,NA,"SIM",NA,-9.85,-48.31666667,NA,"G. amarali",NA,NA
"308","56697","CHUNB","Mamanguape",NA,NA,NA,NA,"SIM",NA,NA,"PB",-6.8,-35.2,90,"G. geckoides",NA,NA
"309","56643","CHUNB","Mamanguape",NA,NA,NA,NA,NA,"SIM",NA,"PB",-6.8,-35.2,90,"G. geckoides",NA,NA
"310","56644","CHUNB","Mamanguape",NA,NA,NA,"SIM",NA,"SIM",NA,"PB",-6.8,-35.2,90,"G. geckoides",NA,NA
"311","56645","CHUNB","Mamanguape",NA,NA,NA,NA,NA,"SIM",NA,"PB",-6.8,-35.2,90,"G. geckoides",NA,NA
"312","58341","CHUNB","Manga",NA,NA,NA,NA,NA,"SIM",NA,"MG",-14.84,-43.99,477,"Manga",NA,NA
"313","58337","CHUNB","Manga",NA,NA,NA,NA,NA,"SIM",NA,"MG",-14.84,-43.99,477,"Manga",NA,NA
"314","58336",NA,"Manga",NA,NA,NA,"SIM",NA,"SIM",NA,"MG",-14.84,-43.99,477,"Manga",NA,NA
"315","58338","CHUNB","Manga",NA,NA,NA,NA,NA,"SIM",NA,"MG",-14.84,-43.99,477,"Manga",NA,NA
"316","28222","CHUNB","Mateiros",NA,NA,"SIM",NA,NA,"SIM","SIM","TO",-10.70224,-46.41278,629,"G. amarali Clade H",NA,10
"317","28224","CHUNB","Mateiros",NA,NA,"SIM",NA,NA,NA,"SIM","TO",-10.70224,-46.41278,632,"G. amarali",NA,10
"318","28219","CHUNB","Mateiros",NA,NA,"SIM","SIM",NA,"SIM","SIM","TO",-10.70224,-46.41278,629,"G. amarali Clade H",NA,10
"319","28220","CHUNB","Mateiros",NA,NA,"SIM",NA,NA,"SIM","SIM","TO",-10.70224,-46.41278,629,"G. amarali Clade H",NA,10
"320","8674","CHUNB","Mateiros",NA,NA,NA,NA,"SIM",NA,NA,"TO",-10.7,-46.41,632,"G. amarali",NA,NA
"321","8743","CHUNB","Mateiros",NA,NA,NA,NA,"SIM",NA,NA,"TO",-10.7,-46.41,632,"G. amarali",NA,NA
"322","8675","CHUNB","Mateiros",NA,NA,NA,NA,"SIM",NA,NA,"TO",-10.7,-46.41,632,"G. amarali",NA,NA
"323","8841","CHUNB","Mateiros",NA,NA,NA,NA,"SIM",NA,NA,"TO",-10.7,-46.41,632,"G. amarali",NA,NA
"324","8928","CHUNB","Mateiros",NA,NA,NA,NA,"SIM",NA,NA,"TO",-10.7,-46.41,632,"G. amarali",NA,NA
"325","8808","CHUNB","Mateiros",NA,NA,NA,NA,"SIM",NA,NA,"TO",-10.7,-46.41,632,"G. amarali",NA,NA
"326","8980","CHUNB","Mateiros",NA,NA,NA,NA,"SIM",NA,NA,"TO",-10.7,-46.41,632,"G. amarali",NA,NA
"327","28222","CHUNB","Mateiros",NA,NA,NA,NA,"SIM",NA,NA,"TO",-10.7,-46.41,632,NA,NA,NA
"328","28224","CHUNB","Mateiros",NA,NA,NA,NA,"SIM",NA,NA,"TO",-10.7,-46.41,632,NA,NA,NA
"329","28219","CHUNB","Mateiros",NA,NA,NA,NA,"SIM",NA,NA,"TO",-10.7,-46.41,632,NA,NA,NA
"330","28220","CHUNB","Mateiros",NA,NA,NA,NA,"SIM",NA,NA,"TO",-10.7,-46.41,632,NA,NA,NA
"331","28223","CHUNB","Mateiros",NA,"SIM","SIM",NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali","H",10
"332","28218","CHUNB","Mateiros",NA,NA,"SIM",NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"333","28225","CHUNB","Mateiros",NA,NA,"SIM",NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"334","28233","CHUNB","Mateiros",NA,NA,"SIM",NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"335","28214","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"336","28277","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"337","42356","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"338","28296","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"339","28211","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"340","28215","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"341","28247","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"342","42351","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"343","28259","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"344","28212","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"345","28235","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"346","28205","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"347","28216","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"348","28209","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"349","28231","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"350","28258","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"351","28299","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"352","28257","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"353","28207","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"354","28284","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"355","28229","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"356","28251","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"357","28230","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"358","28290","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"359","28294","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"360","28242","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"361","28237","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"362","28280","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"363","42355","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"364","28281","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"365","28221","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"366","28227","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"367","28283","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"368","28297","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"369","28232","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"370","28300","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"371","28249","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"372","28301","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"373","28217","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"374","28295","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"375","28278","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"376","28267","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"377","28260","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"378","28250","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"379","28288","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"380","28246","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"381","28244","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"382","28279","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"383","28285","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"384","28241","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"385","28276","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
"386","28306","CHUNB","Mateiros",NA,NA,NA,NA,NA,NA,"SIM",NA,-10.70224,-46.41278,NA,"G. amarali",NA,10
